,species,year,date,Site,n_files
545,MYLU,2025,2025-07-06,dourp1,2
546,MYLU,2025,2025-07-07,MVAFR1,54
547,MYLU,2025,2025-07-07,MVAPD1,62
548,MYLU,2025,2025-07-07,MVAWT2,19
549,MYLU,2025,2025-07-07,STKRP2,20
550,MYLU,2025,2025-07-07,TLLLK2,165
551,MYLU,2025,2025-07-08,MVAFR1,60
552,MYLU,2025,2025-07-08,MVAPD1,101
553,MYLU,2025,2025-07-08,MVAWT2,7
554,MYLU,2025,2025-07-08,STKRP2,16
555,MYLU,2025,2025-07-08,SW,19
556,MYLU,2025,2025-07-08,TLLLK2,313
557,MYLU,2025,2025-07-08,doufr1,2
558,MYLU,2025,2025-07-09,DrivingTransects,14
559,MYLU,2025,2025-07-09,MVAFR1,158
560,MYLU,2025,2025-07-09,MVAPD1,170
561,MYLU,2025,2025-07-09,MVAWT2,17
562,MYLU,2025,2025-07-09,STKPD1,6
563,MYLU,2025,2025-07-09,STKRP2,3
564,MYLU,2025,2025-07-09,SW,8
565,MYLU,2025,2025-07-09,TLLLK2,35
566,MYLU,2025,2025-07-10,MVAFR1,68
567,MYLU,2025,2025-07-10,MVAPD1,137
568,MYLU,2025,2025-07-10,MVAWT2,10
569,MYLU,2025,2025-07-10,STKPD1,18
570,MYLU,2025,2025-07-10,STKRP2,7
571,MYLU,2025,2025-07-10,SW,149
572,MYLU,2025,2025-07-10,TLLLK2,11
573,MYLU,2025,2025-07-11,MVAPD1,133
574,MYLU,2025,2025-07-11,MVAWT2,34
575,MYLU,2025,2025-07-11,NW2,89
576,MYLU,2025,2025-07-11,STKRP2,8
577,MYLU,2025,2025-07-11,SW,128
578,MYLU,2025,2025-07-11,TLLLK2,114
579,MYLU,2025,2025-07-11,TLLMS1,1
580,MYLU,2025,2025-07-12,NW2,50
581,MYLU,2025,2025-07-12,STKPD1,6
582,MYLU,2025,2025-07-12,SW,66
583,MYLU,2025,2025-07-12,TLLLK2,30
584,MYLU,2025,2025-07-13,NW2,22
585,MYLU,2025,2025-07-13,STKPD1,4
586,MYLU,2025,2025-07-13,SW,292
587,MYLU,2025,2025-07-13,TLLLK2,123
588,MYLU,2025,2025-07-14,NW2,27
589,MYLU,2025,2025-07-14,STKPD1,28
590,MYLU,2025,2025-07-14,SW,204
591,MYLU,2025,2025-07-14,TLLLK2,24
592,MYLU,2025,2025-07-14,TLLMS1,3
593,MYLU,2025,2025-07-15,NW2,22
594,MYLU,2025,2025-07-15,STKPD1,48
595,MYLU,2025,2025-07-15,SW,29
596,MYLU,2025,2025-07-16,NW2,62
597,MYLU,2025,2025-07-16,STKPD1,96
598,MYLU,2025,2025-07-16,SW,121
599,MYLU,2025,2025-07-17,SW,146
600,MYLUMYVO,2025,2025-06-10,DrivingTransects,5
601,MYLUMYVO,2025,2025-06-11,DrivingTransects,14
602,MYLUMYVO,2025,2025-06-11,foofr2,1
603,MYLUMYVO,2025,2025-06-13,HHLLK1,5
604,MYLUMYVO,2025,2025-06-14,HHLLK1,8
605,MYLUMYVO,2025,2025-06-14,HHLMS1,1
606,MYLUMYVO,2025,2025-06-15,HHLLK1,5
607,MYLUMYVO,2025,2025-06-15,foofr2,1
608,MYLUMYVO,2025,2025-06-15,foorp1,1
609,MYLUMYVO,2025,2025-06-16,HHLLK1,14
610,MYLUMYVO,2025,2025-06-16,HHLRP1,1
611,MYLUMYVO,2025,2025-06-17,HHLLK1,3
612,MYLUMYVO,2025,2025-06-17,HHLMS1,1
613,MYLUMYVO,2025,2025-06-18,HHLLK1,1
614,MYLUMYVO,2025,2025-06-19,HHLLK1,4
615,MYLUMYVO,2025,2025-06-20,DrivingTransects,3
616,MYLUMYVO,2025,2025-06-20,HHLLK1,4
617,MYLUMYVO,2025,2025-06-20,TLLFR2,1
618,MYLUMYVO,2025,2025-06-20,TLLLK2,2
619,MYLUMYVO,2025,2025-06-20,TLLMS1,1
620,MYLUMYVO,2025,2025-06-20,TLLRP2,2
621,MYLUMYVO,2025,2025-06-21,DrivingTransects,1
622,MYLUMYVO,2025,2025-06-21,HHLRP1,1
623,MYLUMYVO,2025,2025-06-21,TLLLK2,3
624,MYLUMYVO,2025,2025-06-21,TLLMS1,3
625,MYLUMYVO,2025,2025-06-21,TLLRP2,5
626,MYLUMYVO,2025,2025-06-22,HHLFR1,1
627,MYLUMYVO,2025,2025-06-22,HHLLK1,1
628,MYLUMYVO,2025,2025-06-22,HHLMS1,2
629,MYLUMYVO,2025,2025-06-22,TLLLK2,6
630,MYLUMYVO,2025,2025-06-23,HHLLK1,2
631,MYLUMYVO,2025,2025-06-23,HHLMS1,1
632,MYLUMYVO,2025,2025-06-23,TLLFR2,1
633,MYLUMYVO,2025,2025-06-24,TLLLK2,8
634,MYLUMYVO,2025,2025-06-25,STKBE3,5
635,MYLUMYVO,2025,2025-06-25,STKPD1,2
636,MYLUMYVO,2025,2025-06-25,TLLLK2,3
637,MYLUMYVO,2025,2025-06-25,TLLMS1,1
638,MYLUMYVO,2025,2025-06-26,STKBE3,21
639,MYLUMYVO,2025,2025-06-26,TLLFR2,2
640,MYLUMYVO,2025,2025-06-26,TLLLK2,1
641,MYLUMYVO,2025,2025-06-27,STKBE3,11
642,MYLUMYVO,2025,2025-06-27,TLLFR2,1
643,MYLUMYVO,2025,2025-06-27,TLLLK2,1
644,MYLUMYVO,2025,2025-06-27,TLLMS1,1
645,MYLUMYVO,2025,2025-06-28,TLLLK2,4
646,MYLUMYVO,2025,2025-06-28,TLLMS1,1
647,MYLUMYVO,2025,2025-06-29,STKBE3,2
648,MYLUMYVO,2025,2025-06-29,TLLFR2,3
649,MYLUMYVO,2025,2025-06-29,TLLLK2,6
650,MYLUMYVO,2025,2025-06-29,TLLMS1,1
651,MYLUMYVO,2025,2025-06-30,STKBE3,1
652,MYLUMYVO,2025,2025-06-30,TLLLK2,15
653,MYLUMYVO,2025,2025-06-30,TLLMS1,1
654,MYLUMYVO,2025,2025-07-01,DrivingTransects,3
655,MYLUMYVO,2025,2025-07-01,MVAFR1,1
656,MYLUMYVO,2025,2025-07-01,STKPD1,4
657,MYLUMYVO,2025,2025-07-01,TLLFR2,1
658,MYLUMYVO,2025,2025-07-01,TLLLK2,7
659,MYLUMYVO,2025,2025-07-02,MVAPD1,1
660,MYLUMYVO,2025,2025-07-02,STKPD1,1
661,MYLUMYVO,2025,2025-07-02,TLLFR2,1
662,MYLUMYVO,2025,2025-07-03,DrivingTransects,11
663,MYLUMYVO,2025,2025-07-03,MVAFR1,2
664,MYLUMYVO,2025,2025-07-03,MVAPD1,1
665,MYLUMYVO,2025,2025-07-03,STKPD1,2
666,MYLUMYVO,2025,2025-07-03,TLLLK2,4
667,MYLUMYVO,2025,2025-07-04,MVAFR1,1
668,MYLUMYVO,2025,2025-07-04,TLLLK2,3
669,MYLUMYVO,2025,2025-07-05,DrivingTransects,7
670,MYLUMYVO,2025,2025-07-05,MVAFR1,1
671,MYLUMYVO,2025,2025-07-05,MVAPD1,2
672,MYLUMYVO,2025,2025-07-05,STKPD1,2
673,MYLUMYVO,2025,2025-07-05,TLLFR2,1
674,MYLUMYVO,2025,2025-07-05,TLLLK2,5
675,MYLUMYVO,2025,2025-07-05,TLLMS1,1
676,MYLUMYVO,2025,2025-07-06,TLLLK2,3
677,MYLUMYVO,2025,2025-07-07,TLLLK2,8
678,MYLUMYVO,2025,2025-07-08,MVAWT2,1
679,MYLUMYVO,2025,2025-07-08,TLLLK2,4
680,MYLUMYVO,2025,2025-07-09,DrivingTransects,6
681,MYLUMYVO,2025,2025-07-09,MVAFR1,2
682,MYLUMYVO,2025,2025-07-09,TLLLK2,3
683,MYLUMYVO,2025,2025-07-11,TLLLK2,1
684,MYLUMYVO,2025,2025-07-13,NW2,1
685,MYLUMYVO,2025,2025-07-13,STKPD1,2
686,MYLUMYVO,2025,2025-07-13,TLLLK2,7
687,MYLUMYVO,2025,2025-07-13,TLLMS1,1
688,MYLUMYVO,2025,2025-07-14,STKPD1,2
689,MYLUMYVO,2025,2025-07-14,SW,1
690,MYLUMYVO,2025,2025-07-14,TLLLK2,1
691,MYLUMYVO,2025,2025-07-15,STKPD1,1
692,MYLUMYVO,2025,2025-07-16,STKPD1,3
693,MYOTIS,2025,2025-06-10,DrivingTransects,4
694,MYOTIS,2025,2025-06-11,DrivingTransects,1
695,MYOTIS,2025,2025-06-11,foorp1,1
696,MYOTIS,2025,2025-06-12,foofr2,1
697,MYOTIS,2025,2025-06-14,fooms1,1
698,MYOTIS,2025,2025-07-02,MVAPD1,1
699,MYOTIS,2025,2025-07-03,DrivingTransects,1
700,MYOTIS,2025,2025-07-05,DrivingTransects,1
701,MYOTIS,2025,2025-07-09,DrivingTransects,1
702,MYVO,2025,2025-06-09,foorp1,1
703,MYVO,2025,2025-06-10,DrivingTransects,3
704,MYVO,2025,2025-06-10,foofr2,1
705,MYVO,2025,2025-06-11,foofr2,5
706,MYVO,2025,2025-06-11,foorp1,2
707,MYVO,2025,2025-06-12,foorp1,3
708,MYVO,2025,2025-06-13,HHLFR1,1
709,MYVO,2025,2025-06-13,HHLLK1,18
710,MYVO,2025,2025-06-13,HHLRP1,1
711,MYVO,2025,2025-06-13,foofr2,1
712,MYVO,2025,2025-06-13,foorp1,1
713,MYVO,2025,2025-06-14,HHLFR1,3
714,MYVO,2025,2025-06-14,HHLLK1,35
715,MYVO,2025,2025-06-14,HHLRP1,6
716,MYVO,2025,2025-06-14,foofr2,1
717,MYVO,2025,2025-06-14,fooms1,1
718,MYVO,2025,2025-06-14,foorp1,3
719,MYVO,2025,2025-06-15,HHLLK1,15
720,MYVO,2025,2025-06-15,HHLMS1,1
721,MYVO,2025,2025-06-15,HHLRP1,1
722,MYVO,2025,2025-06-15,foofr2,1
723,MYVO,2025,2025-06-15,foorp1,2
724,MYVO,2025,2025-06-16,HHLFR1,3
725,MYVO,2025,2025-06-16,HHLLK1,31
726,MYVO,2025,2025-06-16,HHLMS1,1
727,MYVO,2025,2025-06-16,HHLRP1,3
728,MYVO,2025,2025-06-16,foofr2,2
729,MYVO,2025,2025-06-16,fooms1,2
730,MYVO,2025,2025-06-16,foorp1,1
731,MYVO,2025,2025-06-17,HHLLK1,11
732,MYVO,2025,2025-06-17,HHLMS1,1
733,MYVO,2025,2025-06-17,HHLRP1,1
734,MYVO,2025,2025-06-18,HHLFR1,1
735,MYVO,2025,2025-06-18,HHLLK1,3
736,MYVO,2025,2025-06-18,HHLMS1,1
737,MYVO,2025,2025-06-18,HHLRP1,1
738,MYVO,2025,2025-06-19,HHLFR1,1
739,MYVO,2025,2025-06-19,HHLLK1,13
740,MYVO,2025,2025-06-19,HHLMS1,2
741,MYVO,2025,2025-06-19,HHLRP1,4
742,MYVO,2025,2025-06-20,HHLFR1,1
743,MYVO,2025,2025-06-20,HHLLK1,19
744,MYVO,2025,2025-06-20,HHLMS1,6
745,MYVO,2025,2025-06-21,HHLFR1,5
746,MYVO,2025,2025-06-21,HHLLK1,11
747,MYVO,2025,2025-06-21,HHLMS1,5
748,MYVO,2025,2025-06-21,HHLRP1,2
749,MYVO,2025,2025-06-22,HHLFR1,6
750,MYVO,2025,2025-06-22,HHLLK1,1
751,MYVO,2025,2025-06-22,HHLMS1,16
752,MYVO,2025,2025-06-22,HHLRP1,4
753,MYVO,2025,2025-06-23,HHLFR1,7
754,MYVO,2025,2025-06-23,HHLLK1,25
755,MYVO,2025,2025-06-23,HHLMS1,6
756,MYVO,2025,2025-06-23,HHLRP1,3
757,MYVO,2025,2025-06-24,HHLFR1,7
758,MYVO,2025,2025-06-24,HHLMS1,9
759,MYVO,2025,2025-06-24,HHLRP1,1
760,MYVO,2025,2025-06-25,HHLFR1,1
761,MYVO,2025,2025-06-25,HHLMS1,5
762,MYVO,2025,2025-06-25,HHLRP1,1
763,MYVO,2025,2025-06-26,HHLFR1,1
764,MYVO,2025,2025-06-26,HHLMS1,5
765,MYVOMYYU,2025,2025-06-23,HHLFR1,1
766,MYYU,2025,2025-06-13,HHLLK1,3
767,MYYU,2025,2025-06-14,HHLLK1,3
768,MYYU,2025,2025-06-15,foofr2,1
769,MYYU,2025,2025-06-16,HHLLK1,2
770,MYYU,2025,2025-06-17,HHLFR1,1
771,MYYU,2025,2025-06-17,HHLLK1,2
772,MYYU,2025,2025-06-20,HHLLK1,2
773,MYYU,2025,2025-06-21,HHLLK1,2
774,MYYU,2025,2025-06-22,HHLFR1,1
775,MYYU,2025,2025-06-23,HHLLK1,1
776,MYYU,2025,2025-06-24,HHLFR1,3
777,MYYU,2025,2025-06-25,HHLFR1,7
778,MYYU,2025,2025-06-26,HHLFR1,2
779,MYYU,2025,2025-06-30,MVAFR1,1
780,MYYU,2025,2025-06-30,TLLFR2,1
781,MYYU,2025,2025-07-01,STKBE3,1
782,MYYU,2025,2025-07-01,TLLFR2,1
783,NOID,2025,2025-06-09,foofr2,1
784,NOID,2025,2025-06-09,fooms1,1
785,NOID,2025,2025-06-09,foorp1,73
786,NOID,2025,2025-06-10,foofr2,3
787,NOID,2025,2025-06-10,foorp1,2
788,NOID,2025,2025-06-11,foofr2,1
789,NOID,2025,2025-06-11,foorp1,5
790,NOID,2025,2025-06-12,foorp1,3
791,NOID,2025,2025-06-13,HHLFR1,8
792,NOID,2025,2025-06-13,HHLLK1,97
793,NOID,2025,2025-06-13,HHLRP1,2
794,NOID,2025,2025-06-13,foofr2,1
795,NOID,2025,2025-06-13,foorp1,2
796,NOID,2025,2025-06-14,HHLFR1,4
797,NOID,2025,2025-06-14,HHLLK1,113
798,NOID,2025,2025-06-14,HHLMS1,2
799,NOID,2025,2025-06-14,HHLRP1,6
800,NOID,2025,2025-06-14,foofr2,4
801,NOID,2025,2025-06-14,fooms1,2
802,NOID,2025,2025-06-14,foorp1,8
803,NOID,2025,2025-06-15,HHLLK1,43
804,NOID,2025,2025-06-15,HHLMS1,5
805,NOID,2025,2025-06-15,HHLRP1,3
806,NOID,2025,2025-06-15,foofr2,3
807,NOID,2025,2025-06-15,fooms1,1
808,NOID,2025,2025-06-15,foorp1,8
809,NOID,2025,2025-06-16,HHLFR1,7
810,NOID,2025,2025-06-16,HHLLK1,72
811,NOID,2025,2025-06-16,HHLMS1,3
812,NOID,2025,2025-06-16,HHLRP1,1
813,NOID,2025,2025-06-16,foofr2,1
814,NOID,2025,2025-06-17,HHLFR1,9
815,NOID,2025,2025-06-17,HHLLK1,176
816,NOID,2025,2025-06-17,HHLMS1,4
817,NOID,2025,2025-06-17,HHLRP1,2
818,NOID,2025,2025-06-18,HHLFR1,4
819,NOID,2025,2025-06-18,HHLLK1,39
820,NOID,2025,2025-06-18,HHLMS1,6
821,NOID,2025,2025-06-18,HHLRP1,2
822,NOID,2025,2025-06-19,HHLFR1,4
823,NOID,2025,2025-06-19,HHLLK1,53
824,NOID,2025,2025-06-19,HHLMS1,1
825,NOID,2025,2025-06-19,HHLRP1,3
826,NOID,2025,2025-06-20,DrivingTransects,1
827,NOID,2025,2025-06-20,HHLLK1,127
828,NOID,2025,2025-06-20,HHLMS1,1
829,NOID,2025,2025-06-20,HHLRP1,12
830,NOID,2025,2025-06-20,TLLFR2,6
831,NOID,2025,2025-06-20,TLLLK2,25
832,NOID,2025,2025-06-20,TLLMS1,2
833,NOID,2025,2025-06-20,TLLRP2,8
834,NOID,2025,2025-06-21,HHLFR1,9
835,NOID,2025,2025-06-21,HHLLK1,38
836,NOID,2025,2025-06-21,HHLMS1,4
837,NOID,2025,2025-06-21,HHLRP1,22
838,NOID,2025,2025-06-21,TLLFR2,9
839,NOID,2025,2025-06-21,TLLLK2,7
840,NOID,2025,2025-06-21,TLLMS1,3
841,NOID,2025,2025-06-21,TLLRP2,20
842,NOID,2025,2025-06-22,HHLFR1,5
843,NOID,2025,2025-06-22,HHLLK1,6
844,NOID,2025,2025-06-22,HHLMS1,8
845,NOID,2025,2025-06-22,HHLRP1,80
846,NOID,2025,2025-06-22,TLLFR2,5
847,NOID,2025,2025-06-22,TLLLK2,9
848,NOID,2025,2025-06-22,TLLMS1,2
849,NOID,2025,2025-06-23,HHLFR1,22
850,NOID,2025,2025-06-23,HHLLK1,41
851,NOID,2025,2025-06-23,HHLMS1,4
852,NOID,2025,2025-06-23,HHLRP1,36
853,NOID,2025,2025-06-23,TLLFR2,3
854,NOID,2025,2025-06-23,TLLLK2,6
855,NOID,2025,2025-06-23,TLLMS1,1
856,NOID,2025,2025-06-24,HHLFR1,43
857,NOID,2025,2025-06-24,HHLMS1,2
858,NOID,2025,2025-06-24,HHLRP1,96
859,NOID,2025,2025-06-24,STKMS2,18
860,NOID,2025,2025-06-24,STKPD1,4
861,NOID,2025,2025-06-24,STKRP2,80
862,NOID,2025,2025-06-24,TLLLK2,25
863,NOID,2025,2025-06-25,HHLFR1,25
864,NOID,2025,2025-06-25,HHLLK1,1
865,NOID,2025,2025-06-25,HHLMS1,6
866,NOID,2025,2025-06-25,HHLRP1,111
867,NOID,2025,2025-06-25,STKBE3,15
868,NOID,2025,2025-06-25,STKMS2,16
869,NOID,2025,2025-06-25,STKPD1,40
870,NOID,2025,2025-06-25,STKRP2,4
871,NOID,2025,2025-06-25,TLLFR2,1
872,NOID,2025,2025-06-25,TLLLK2,10
873,NOID,2025,2025-06-25,TLLMS1,2
874,NOID,2025,2025-06-26,HHLFR1,19
875,NOID,2025,2025-06-26,HHLMS1,2
876,NOID,2025,2025-06-26,HHLRP1,14
877,NOID,2025,2025-06-26,STKBE3,56
878,NOID,2025,2025-06-26,STKMS2,4
879,NOID,2025,2025-06-26,STKRP2,18
880,NOID,2025,2025-06-26,TLLLK2,26
881,NOID,2025,2025-06-26,doums1,1
882,NOID,2025,2025-06-27,STKBE3,17
883,NOID,2025,2025-06-27,STKPD1,2
884,NOID,2025,2025-06-27,STKRP2,2
885,NOID,2025,2025-06-27,TLLFR2,3
886,NOID,2025,2025-06-27,TLLLK2,8
887,NOID,2025,2025-06-27,doube2,7
888,NOID,2025,2025-06-28,STKBE3,35
889,NOID,2025,2025-06-28,TLLLK2,12
890,NOID,2025,2025-06-28,TLLMS1,1
891,NOID,2025,2025-06-28,doube2,3
892,NOID,2025,2025-06-29,STKBE3,18
893,NOID,2025,2025-06-29,STKMS2,3
894,NOID,2025,2025-06-29,STKRP2,2
895,NOID,2025,2025-06-29,TLLFR2,5
896,NOID,2025,2025-06-29,TLLLK2,19
897,NOID,2025,2025-06-29,TLLMS1,1
898,NOID,2025,2025-06-29,doube2,6
899,NOID,2025,2025-06-29,doums1,1
900,NOID,2025,2025-06-30,MVAFR1,68
901,NOID,2025,2025-06-30,MVAPD1,16
902,NOID,2025,2025-06-30,MVAWT2,12
903,NOID,2025,2025-06-30,STKBE3,10
904,NOID,2025,2025-06-30,STKMS2,6
905,NOID,2025,2025-06-30,STKPD1,8
906,NOID,2025,2025-06-30,STKRP2,90
907,NOID,2025,2025-06-30,TLLFR2,2
908,NOID,2025,2025-06-30,TLLLK2,13
909,NOID,2025,2025-06-30,doube2,2
910,NOID,2025,2025-06-30,doums1,2
911,NOID,2025,2025-06-30,dourp1,2
912,NOID,2025,2025-07-01,MVAFR1,72
913,NOID,2025,2025-07-01,MVAPD1,50
914,NOID,2025,2025-07-01,MVAWT2,30
915,NOID,2025,2025-07-01,STKBE3,3
916,NOID,2025,2025-07-01,STKMS2,2
917,NOID,2025,2025-07-01,STKPD1,60
918,NOID,2025,2025-07-01,STKRP2,2
919,NOID,2025,2025-07-01,TLLFR2,4
920,NOID,2025,2025-07-01,TLLLK2,32
921,NOID,2025,2025-07-01,doums1,1
922,NOID,2025,2025-07-01,dourp1,1
923,NOID,2025,2025-07-02,MVAFR1,41
924,NOID,2025,2025-07-02,MVAPD1,110
925,NOID,2025,2025-07-02,MVAWT2,71
926,NOID,2025,2025-07-02,STKMS2,2
927,NOID,2025,2025-07-02,STKPD1,27
928,NOID,2025,2025-07-02,STKRP2,20
929,NOID,2025,2025-07-02,TLLFR2,12
930,NOID,2025,2025-07-02,TLLLK2,16
931,NOID,2025,2025-07-02,doums1,2
932,NOID,2025,2025-07-02,dourp1,5
933,NOID,2025,2025-07-03,MVAFR1,56
934,NOID,2025,2025-07-03,MVAPD1,58
935,NOID,2025,2025-07-03,MVAWT2,50
936,NOID,2025,2025-07-03,STKMS2,3
937,NOID,2025,2025-07-03,STKPD1,32
938,NOID,2025,2025-07-03,STKRP2,8
939,NOID,2025,2025-07-03,TLLFR2,16
940,NOID,2025,2025-07-03,TLLLK2,23
941,NOID,2025,2025-07-03,dourp1,1
942,NOID,2025,2025-07-04,MVAFR1,58
943,NOID,2025,2025-07-04,MVAPD1,112
944,NOID,2025,2025-07-04,MVAWT2,8
945,NOID,2025,2025-07-04,STKMS2,2
946,NOID,2025,2025-07-04,STKPD1,6
947,NOID,2025,2025-07-04,STKRP2,8
948,NOID,2025,2025-07-04,TLLFR2,8
949,NOID,2025,2025-07-04,TLLLK2,14
950,NOID,2025,2025-07-05,MVAFR1,38
951,NOID,2025,2025-07-05,MVAPD1,74
952,NOID,2025,2025-07-05,MVAWT2,6
953,NOID,2025,2025-07-05,STKMS2,15
954,NOID,2025,2025-07-05,STKPD1,16
955,NOID,2025,2025-07-05,STKRP2,2
956,NOID,2025,2025-07-05,TLLFR2,18
957,NOID,2025,2025-07-05,TLLLK2,28
958,NOID,2025,2025-07-05,dourp1,3
959,NOID,2025,2025-07-06,MVAFR1,57
960,NOID,2025,2025-07-06,MVAPD1,21
961,NOID,2025,2025-07-06,MVAWT2,4
962,NOID,2025,2025-07-06,STKRP2,12
963,NOID,2025,2025-07-06,TLLLK2,14
964,NOID,2025,2025-07-07,MVAFR1,37
965,NOID,2025,2025-07-07,MVAPD1,19
966,NOID,2025,2025-07-07,MVAWT2,7
967,NOID,2025,2025-07-07,STKPD1,2
968,NOID,2025,2025-07-07,STKRP2,9
969,NOID,2025,2025-07-07,TLLLK2,48
970,NOID,2025,2025-07-08,MVAFR1,14
971,NOID,2025,2025-07-08,MVAPD1,23
972,NOID,2025,2025-07-08,MVAWT2,2
973,NOID,2025,2025-07-08,STKPD1,2
974,NOID,2025,2025-07-08,STKRP2,30
975,NOID,2025,2025-07-08,SW,5
976,NOID,2025,2025-07-08,TLLLK2,26
977,NOID,2025,2025-07-08,doufr1,1
978,NOID,2025,2025-07-09,MVAFR1,20
979,NOID,2025,2025-07-09,MVAPD1,18
980,NOID,2025,2025-07-09,MVAWT2,15
981,NOID,2025,2025-07-09,STKPD1,40
982,NOID,2025,2025-07-09,STKRP2,4
983,NOID,2025,2025-07-09,SW,1
984,NOID,2025,2025-07-09,TLLLK2,4
985,NOID,2025,2025-07-10,MVAFR1,46
986,NOID,2025,2025-07-10,MVAPD1,24
987,NOID,2025,2025-07-10,MVAWT2,5
988,NOID,2025,2025-07-10,STKPD1,12
989,NOID,2025,2025-07-10,STKRP2,12
990,NOID,2025,2025-07-10,SW,33
991,NOID,2025,2025-07-10,TLLLK2,5
992,NOID,2025,2025-07-11,MVAPD1,15
993,NOID,2025,2025-07-11,MVAWT2,14
994,NOID,2025,2025-07-11,NW2,9
995,NOID,2025,2025-07-11,STKRP2,9
996,NOID,2025,2025-07-11,SW,57
997,NOID,2025,2025-07-11,TLLLK2,27
998,NOID,2025,2025-07-12,NW2,6
999,NOID,2025,2025-07-12,STKPD1,2
1000,NOID,2025,2025-07-12,STKRP2,31
1001,NOID,2025,2025-07-12,SW,7
1002,NOID,2025,2025-07-12,TLLLK2,15
1003,NOID,2025,2025-07-13,NW2,3
1004,NOID,2025,2025-07-13,STKPD1,20
1005,NOID,2025,2025-07-13,SW,56
1006,NOID,2025,2025-07-13,TLLLK2,36
1007,NOID,2025,2025-07-14,NW2,9
1008,NOID,2025,2025-07-14,STKPD1,120
1009,NOID,2025,2025-07-14,SW,77
1010,NOID,2025,2025-07-14,TLLLK2,2
1011,NOID,2025,2025-07-14,TLLMS1,2
1012,NOID,2025,2025-07-15,NW2,8
1013,NOID,2025,2025-07-15,STKPD1,143
1014,NOID,2025,2025-07-15,SW,3
1015,NOID,2025,2025-07-16,NW2,5
1016,NOID,2025,2025-07-16,STKPD1,138
1017,NOID,2025,2025-07-16,SW,26
1018,NOID,2025,2025-07-17,SW,34
,LACILANO,2024,2024-06-21,tllrp2,2
,LACILANO,2024,2024-06-16,foopd1,2
,LACILANO,2024,2024-06-27,JNU4-mvapd1,1
,LACILANO,2024,2024-06-27,srhrp1,1
,FLANO,2024,2024-06-14,HHLLK1,12
,FLANO,2024,2024-06-14,HHLMS1,2
,FLANO,2024,2024-06-15,HHLLK1,3
,FLANO,2024,2024-06-16,HHLLK1,31
,FLANO,2024,2024-06-17,HHLLK1,46
,FLANO,2024,2024-06-18,HHLLK1,6
,FLANO,2024,2024-06-18,srhpd1,7
,FLANO,2024,2024-06-19,HHLLK1,13
,FLANO,2024,2024-06-19,srhrp1,2
,FLANO,2024,2024-06-20,HHLLK1,24
,FLANO,2024,2024-06-20,srhpd1,4
,FLANO,2024,2024-06-20,srhrp1,1
,FLANO,2024,2024-06-21,srhpd1,2
,FLANO,2024,2024-06-21,srhrp1,13
,FLANO,2024,2024-06-22,srhpd1,1
,FLANO,2024,2024-06-22,srhrp1,5
,FLANO,2024,2024-06-23,HHLLK1,29
,FLANO,2024,2024-06-23,srhpd1,1
,FLANO,2024,2024-06-24,HHLLK1,59
,FLANO,2024,2024-06-24,srhms2,1
,FLANO,2024,2024-06-24,srhpd1,3
,FLANO,2024,2024-06-24,srhrp1,2
,FLANO,2024,2024-06-25,HHLLK1,15
,FLANO,2024,2024-06-25,srhbe2,2
,FLANO,2024,2024-06-25,srhrp1,1
,FLANO,2024,2024-06-26,HHLLK1,20
,FLANO,2024,2024-06-26,HHLMS1,1
,FLANO,2024,2024-06-26,srhpd1,4
,FLANO,2024,2024-06-26,srhrp1,1
,FLANO,2024,2024-06-27,srhpd1,1
,FLANO,2024,2024-07-07,yktpd1,1
,FLANO,2024,2024-07-07,yktsb1,1
,FLANO,2024,2024-07-09,STKRP2,3
,FLANO,2024,2024-07-10,STKRP2,1
,FLANO,2024,2024-07-11,STKRP2,18
,FLANO,2024,2024-07-12,STKRP2,3
,FLANO,2024,2024-07-14,STKRP2,7
,FLANO,2024,2024-07-15,STKRP2,1
,FLANO,2024,2024-07-16,Transects,1
,FLANO,2024,2024-07-17,STKRP2,9
,FLANO,2024,2024-07-18,STKRP2,8
,FLANO,2024,2024-08-02,STKPD1,1
,FMYCA,2024,2024-06-12,foorp1,2
,FMYCA,2024,2024-06-13,foofr2,1
,FMYCA,2024,2024-06-13,foorp1,2
,FMYCA,2024,2024-06-14,HHLFR1,1
,FMYCA,2024,2024-06-14,HHLLK1,1
,FMYCA,2024,2024-06-14,HHLMS1,2
,FMYCA,2024,2024-06-14,foorp1,1
,FMYCA,2024,2024-06-15,HHLFR1,1
,FMYCA,2024,2024-06-15,foopd1,1
,FMYCA,2024,2024-06-15,foorp1,2
,FMYCA,2024,2024-06-16,HHLFR1,5
,FMYCA,2024,2024-06-16,foofr2,1
,FMYCA,2024,2024-06-16,foopd1,1
,FMYCA,2024,2024-06-17,HHLFR1,2
,FMYCA,2024,2024-06-17,foofr2,2
,FMYCA,2024,2024-06-17,foorp1,5
,FMYCA,2024,2024-06-18,HHLFR1,5
,FMYCA,2024,2024-06-18,HHLMS1,1
,FMYCA,2024,2024-06-18,foofr2,1
,FMYCA,2024,2024-06-18,foopd1,3
,FMYCA,2024,2024-06-18,foorp1,6
,FMYCA,2024,2024-06-18,srhpd1,2
,FMYCA,2024,2024-06-18,srhrp1,1
,FMYCA,2024,2024-06-19,HHLFR1,4
,FMYCA,2024,2024-06-19,foorp1,7
,FMYCA,2024,2024-06-19,srhrp1,1
,FMYCA,2024,2024-06-20,HHLFR1,9
